#atom|charge|method|property|T(K)|Value|spin multiplicity|unit|reference|
Mo|0|exp|H(0)-H(T)|5500|829.733|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|S0(T)|5500|255.969|1|J/mol K|http://kinetics.nist.gov/janaf|
Mo|0|exp|H(0)-H(T)|5600|835.888|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|S0(T)|5600|257.078|1|J/mol K|http://kinetics.nist.gov/janaf|
Mo|0|exp|H(0)-H(T)|5700|842.178|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|S0(T)|5700|258.191|1|J/mol K|http://kinetics.nist.gov/janaf|
Mo|0|exp|H(0)-H(T)|5800|848.6|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|S0(T)|5800|259.308|1|J/mol K|http://kinetics.nist.gov/janaf|
Mo|0|exp|H(0)-H(T)|5900|855.15|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|S0(T)|5900|260.428|1|J/mol K|http://kinetics.nist.gov/janaf|
Mo|0|exp|H(0)-H(T)|6000|861.828|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|S0(T)|6000|261.55|1|J/mol K|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|0|657.367|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|100|658.955|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|200|659.191|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|250|659.112|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|298.15|658.980|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|300|658.974|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|350|658.800|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|400|658.597|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|450|658.372|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|500|658.127|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|600|657.589|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|700|656.995|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|800|656.352|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|900|655.665|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1000|654.931|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1100|654.147|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1200|653.307|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1300|652.406|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1400|651.437|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1500|650.396|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1600|649.277|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1700|648.076|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1800|646.789|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|1900|645.412|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2000|643.940|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2100|642.369|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2200|640.697|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2300|638.918|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2400|637.029|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2500|635.026|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2600|632.892|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2700|630.596|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2800|628.082|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|2900|589.392|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3000|588.258|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3100|587.212|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3200|586.261|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3300|585.412|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3400|584.672|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3500|584.048|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3600|583.546|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3700|583.170|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3800|582.927|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|3900|582.820|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4000|582.855|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4100|583.033|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4200|583.358|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4300|583.832|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4400|584.456|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4500|585.233|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4600|586.161|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4700|587.240|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4800|588.472|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|4900|589.854|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5000|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5100|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5200|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5300|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5400|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5500|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5600|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5700|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5800|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|5900|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
Mo|0|exp|DHf(T)|6000|0.|1|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|0|-0|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|0|0|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|100|1.451|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|100|79.9055|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|200|2.9065|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|200|89.9925|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|250|3.634|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|250|93.2405|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|298.15|4.335|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|298.15|95.8045|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|300|4.362|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|300|95.8945|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|350|5.0905|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|350|98.1405|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|400|5.8205|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|400|100.091|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|450|6.5535|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|450|101.817|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|500|7.2905|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|500|103.37|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|600|8.782|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|600|106.088|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|700|10.3035|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|700|108.433|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|800|11.858|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|800|110.508|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|900|13.4465|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|900|112.379|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1000|15.0665|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1000|114.085|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1100|16.715|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1100|115.656|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1200|18.3895|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1200|117.113|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1300|20.0865|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1300|118.472|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1400|21.803|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1400|119.743|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1500|23.5375|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1500|120.94|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1600|25.287|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1600|122.069|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1700|27.0495|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1700|123.138|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1800|28.824|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1800|124.152|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|1900|30.609|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|1900|125.117|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2000|32.4035|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2000|126.037|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2100|34.206|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2100|126.916|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2200|36.0155|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2200|127.758|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2300|37.8325|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2300|128.566|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2400|39.655|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2400|129.342|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2500|41.483|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2500|130.088|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2600|43.3165|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2600|130.807|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2700|45.1545|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2700|131.5|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2800|46.9965|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2800|132.171|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|2900|48.8425|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|2900|132.819|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3000|50.6925|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3000|133.446|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3100|52.5455|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3100|134.053|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3200|54.402|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3200|134.643|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3300|56.261|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3300|135.214|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3400|58.1235|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3400|135.77|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3500|59.988|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3500|136.311|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3600|61.8555|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3600|136.838|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3700|63.7255|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3700|137.35|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3800|65.5975|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3800|137.849|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|3900|67.472|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|3900|138.335|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4000|69.3485|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4000|138.811|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4100|71.227|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4100|139.274|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4200|73.1075|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4200|139.728|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4300|74.9895|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4300|140.171|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4400|76.874|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4400|140.604|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4500|78.76|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4500|141.028|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4600|80.6475|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4600|141.442|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4700|82.5375|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4700|141.849|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4800|84.4285|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4800|142.247|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|4900|86.3215|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|4900|142.637|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5000|88.2165|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5000|143.02|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5100|90.113|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5100|143.396|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5200|92.011|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5200|143.764|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5300|93.911|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5300|144.126|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5400|95.8125|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5400|144.482|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5500|97.7155|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5500|144.831|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5600|99.6205|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5600|145.174|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5700|101.527|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5700|145.512|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5800|103.435|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5800|145.844|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|5900|105.346|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|5900|146.171|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|H(0)-H(T)|6000|107.259|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|S0(T)|6000|146.492|4|J/mol K|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|0|470.820|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|100|471.448|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|200|472.071|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|250|472.383|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|298.15|472.683|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|300|472.694|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|350|473.005|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|400|473.314|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|450|473.621|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|500|473.923|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|600|474.510|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|700|475.067|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|800|475.591|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|900|476.081|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1000|476.540|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1100|476.970|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1200|477.374|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1300|477.756|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1400|478.118|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1500|478.462|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1600|478.791|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1700|479.107|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1800|479.411|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|1900|479.705|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2000|479.990|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2100|480.266|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2200|480.536|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2300|480.799|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2400|481.057|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2500|481.311|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2600|481.561|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2700|481.809|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2800|482.054|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|2900|482.299|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3000|482.543|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3100|482.789|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3200|483.036|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3300|483.286|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3400|483.540|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3500|483.799|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3600|484.064|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3700|484.335|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3800|484.614|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|3900|484.903|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4000|485.201|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4100|485.510|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4200|485.830|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4300|486.164|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4400|486.510|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4500|486.871|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4600|487.247|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4700|487.638|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4800|488.046|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|4900|488.471|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5000|488.912|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5100|489.372|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5200|489.849|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5300|490.345|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5400|490.860|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5500|491.394|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5600|491.947|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5700|492.519|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5800|493.110|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|5900|493.720|4|kJ/mol|http://kinetics.nist.gov/janaf|
N|0|exp|DHf(T)|6000|494.349|4|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|0|0|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|0|0|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|55.120|0.42|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|55.120|11.738|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|55.120|0.42|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|55.120|11.738|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|100|1.34|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|100|23.814|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|200|3.796|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|200|40.697|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|250|5.12|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|250|46.604|2|J/mol K|http://kinetics.nist.gov/janaf|
Na|0|exp|H(0)-H(T)|298.15|6.447|2|kJ/mol|http://kinetics.nist.gov/janaf|
Na|0|exp|S0(T)|298.15|51.455|2|J/mol K|http://kinetics.nist.gov/janaf|
